"Date","Reference","Ticker","Type","Quantity","Price/share","Gross Amount","CCY","FX Rate","Fee","Net Amt.","Tax Amt."
"11/10/2021 14:07:40","YOLSYVX3HE","AAPL","Buy","0.034641952","144.05","4.99","USD","","","4.99",""
"11/10/2021 14:07:32","PBPIR95FBG","USD","Conversion","","","4.99","USD","0.73282","","4.99",""
"11/10/2021 14:07:32","PBPIR95FBG","GBP","Conversion","","","-3.66","GBP","1.36460","","-3.66",""
"11/10/2021 14:05:15","XNSIHCQ2IJ","GBP","Conversion","","","3.66","GBP","1.36470","","3.66",""
"11/10/2021 14:05:15","XNSIHCQ2IJ","USD","Conversion","","","-5.00","USD","0.73276","","-5.00",""
"11/10/2021 14:05:01","GJW2JZTDIO","AAPL","Sell","0.034701738","144.09","5.00","USD","","","5.00",""
"11/10/2021 13:48:19","IKWR4XKFH3","EUR","Conversion","","","409.11","EUR","1.15761","","409.11",""
"11/10/2021 13:48:19","IKWR4XKFH3","USD","Conversion","","","-473.60","USD","0.86385","","-473.60",""
"11/10/2021 13:30:54","HOF6JASI8M","MPW","Buy","1.510000000","19.80","29.90","USD","","","29.90",""
"11/10/2021 13:30:04","QXDPQKAX64","IRM","Buy","0.780000000","42.60","33.23","USD","","","33.23",""
"11/10/2021 13:30:03","G2JLU9RHBW","VICI","Buy","1.500000000","29.16","43.74","USD","","","43.74",""
"11/10/2021 13:30:02","4EMYCKVJPJ","ENB","Buy","0.942275449","41.75","39.34","USD","","","39.34",""
"11/10/2021 13:30:01","U5BDVRWJWT","LTC","Buy","1.110000000","32.60","36.19","USD","","","36.19",""
"11/10/2021 13:30:01","TYWTUMKGDR","OHI","Buy","1.000000000","29.34","29.34","USD","","","29.34",""
"10/10/2021 17:16:51","RMO0R2SUT0","USD","Conversion","","","465.14","USD","0.86341","","465.14",""
"10/10/2021 17:16:51","RMO0R2SUT0","EUR","Conversion","","","-401.61","EUR","1.15820","","-401.61",""
"09/10/2021 17:46:51","QOTLGJ3PL0","USD","Conversion","","","115.82","USD","0.86341","","115.82",""
"09/10/2021 17:46:51","QOTLGJ3PL0","EUR","Conversion","","","-100.00","EUR","1.15820","","-100.00",""
"08/10/2021 18:32:01","XMIBYSTDGX","SAM","Buy","0.001832659","545.66","1.00","USD","","","1.00",""
"08/10/2021 14:51:28","F6HSV5RCYQ","AAPL","Buy","0.680000000","143.38","97.50","USD","","","97.50",""
"08/10/2021 14:51:11","MC3T6SXYGS","O","Buy","1.500000000","67.86","101.79","USD","","","101.79",""
"08/10/2021 14:51:01","NWJ2EKLSTK","USD","Conversion","","","289.32","USD","0.86408","","289.32",""
"08/10/2021 14:51:01","NWJ2EKLSTK","EUR","Conversion","","","-250.00","EUR","1.15730","","-250.00",""
"08/10/2021 14:50:38","HGNE7YEB1S","TXN","Buy","0.430000000","194.98","83.84","USD","","","83.84",""
"08/10/2021 14:50:08","BVYF96LZKU","STAG","Buy","1.000000000","40.85","40.85","USD","","","40.85",""
"08/10/2021 14:49:54","G3L404DTQL","MAIN","Buy","1.500000000","41.58","62.37","USD","","","62.37",""
"08/10/2021 14:49:40","HFHEGVXXCN","CLX","Buy","0.250000000","163.01","40.75","USD","","","40.75",""
"08/10/2021 14:49:02","WSIIO4SLW1","HRL","Buy","1.000000000","41.73","41.73","USD","","","41.73",""
"08/10/2021 14:48:38","UWPD88WIWL","RY","Buy","0.450000000","103.05","46.37","USD","","","46.37",""
"08/10/2021 14:48:00","CDPDJRX2VF","USD","Conversion","","","289.37","USD","0.86393","","289.37",""
"08/10/2021 14:48:00","CDPDJRX2VF","EUR","Conversion","","","-250.00","EUR","1.15750","","-250.00",""
"08/10/2021 14:47:41","ZWIAJNBTMK","BMO","Buy","0.810000000","104.60","84.72","USD","","","84.72",""
"08/10/2021 14:47:23","T0JHIF50XB","PBA","Buy","1.000000000","32.95","32.95","USD","","","32.95",""
"08/10/2021 14:47:08","FGHP5YPM48","CL","Buy","0.500000000","75.58","37.79","USD","","","37.79",""
"08/10/2021 14:45:36","OEY6XFBUOX","LOW","Buy","0.450000000","205.89","92.65","USD","","","92.65",""
"08/10/2021 14:45:02","IXSY2KLHAR","ABBV","Buy","0.820000000","111.50","91.43","USD","","","91.43",""
"08/10/2021 14:44:38","SPHJLCMFVR","STAG","Buy","0.510000000","40.80","20.81","USD","","","20.81",""
"08/10/2021 14:43:58","WBGXQSHG86","CL","Buy","0.250000000","75.54","18.89","USD","","","18.89",""
"08/10/2021 14:43:39","AB8ERVGXLG","RDS.A","Buy","1.000000000","46.96","46.96","USD","","","46.96",""
"08/10/2021 14:42:55","BYJA7FVZNY","CLX","Buy","0.250000000","162.80","40.70","USD","","","40.70",""
"08/10/2021 14:42:04","EYFCMIZUR5","HRL","Buy","0.570000000","41.63","23.73","USD","","","23.73",""
"08/10/2021 14:24:38","YBMZS26SBR","USD","Conversion","","","532.15","USD","0.73325","","532.15",""
"08/10/2021 14:24:38","YBMZS26SBR","GBP","Conversion","","","-390.20","GBP","1.36380","","-390.20",""
"08/10/2021 14:24:23","IYES4JTK9G","GBP","Conversion","","","390.20","GBP","1.36340","","390.20",""
"08/10/2021 14:24:23","IYES4JTK9G","USD","Conversion","","","-532.00","USD","0.73346","","-532.00",""
"08/10/2021 14:23:28","NE4QD6MSWZ","USD","Conversion","","","532.17","USD","0.73314","","532.17",""
"08/10/2021 14:23:28","NE4QD6MSWZ","GBP","Conversion","","","-390.16","GBP","1.36400","","-390.16",""
"08/10/2021 14:23:13","EGPZFRY8AR","GBP","Conversion","","","390.16","GBP","1.36351","","390.16",""
"08/10/2021 14:23:13","EGPZFRY8AR","USD","Conversion","","","-532.00","USD","0.73340","","-532.00",""
"08/10/2021 14:22:56","VZNZR0S4LZ","USD","Conversion","","","520.65","USD","0.86430","","520.65",""
"08/10/2021 14:22:56","VZNZR0S4LZ","EUR","Conversion","","","-450.00","EUR","1.15700","","-450.00",""
"08/10/2021 14:22:01","TQDVIUOQBR","WBA","Buy","0.021094821","47.41","1.00","USD","","","1.00",""
"08/10/2021 14:21:46","HMIVLWUK27","AAPL","Buy","0.076449942","143.89","11.00","USD","","","11.00",""
"08/10/2021 14:21:32","XMJPSJXLRS","USD","Conversion","","","23.54","USD","0.73314","","23.54",""
"08/10/2021 14:21:32","XMJPSJXLRS","GBP","Conversion","","","-17.26","GBP","1.36400","","-17.26",""
"08/10/2021 14:11:21","07XN444OLF","GBP","Conversion","","","8.06","GBP","1.36361","","8.06",""
"08/10/2021 14:11:21","07XN444OLF","USD","Conversion","","","-11.00","USD","0.73335","","-11.00",""
"08/10/2021 14:11:01","KNHSYRLLZG","WBA","Sell","0.021030494","47.55","1.00","USD","","","1.00",""
"08/10/2021 14:09:36","DLRTKDEYWE","AAPL","Sell","0.069650008","143.58","10.00","USD","","","10.00",""
"08/10/2021 14:07:58","HIWRXQGBS4","GBP","Conversion","","","9.20","GBP","1.36372","","9.20",""
"08/10/2021 14:07:58","HIWRXQGBS4","USD","Conversion","","","-12.55","USD","0.73329","","-12.55",""
"08/10/2021 14:04:50","U9KEXP8GAF","AAPL","Sell","0.006969369","143.49","1.00","USD","","","1.00",""
"08/10/2021 09:20:26","NOLFY6EQ8R","USD","Conversion","","","11.56","USD","0.86498","","11.56",""
"08/10/2021 09:20:26","NOLFY6EQ8R","EUR","Conversion","","","-10.00","EUR","1.15610","","-10.00",""
"08/10/2021 09:17:11","18VDPFO16N","EUR","Conversion","","","16.61","EUR","1.15580","","16.61",""
"08/10/2021 09:17:11","18VDPFO16N","USD","Conversion","","","-19.20","USD","0.86520","","-19.20",""
"08/10/2021 09:16:45","HQ7HRW5FKI","USD","Conversion","","","5.78","USD","0.86490","","5.78",""
"08/10/2021 09:16:45","HQ7HRW5FKI","EUR","Conversion","","","-5.00","EUR","1.15620","","-5.00",""
"08/10/2021 06:32:23","0TU3GVOME8","VICI","Dividend","","","0.12","USD","","","0.10","0.02"
"07/10/2021 16:15:25","NPVO1DUUGS","ADP","Buy","0.043211062","208.28","9.00","USD","","","9.00",""
"07/10/2021 16:15:17","TE1OI3LQXH","ADM","Buy","0.142045454","63.36","9.00","USD","","","9.00",""
"07/10/2021 15:30:05","VV5V2SWTLS","OHI","Buy","1.000000000","30.07","30.07","USD","","","30.07",""
"07/10/2021 15:29:53","WHIPLUG4UI","USD","Conversion","","","57.83","USD","0.86453","","57.83",""
"07/10/2021 15:29:53","WHIPLUG4UI","EUR","Conversion","","","-50.00","EUR","1.15670","","-50.00",""
"07/10/2021 15:29:20","I3DYWOUXAM","STOR","Buy","1.000000000","33.29","33.29","USD","","","33.29",""
"06/10/2021 19:50:59","1KMMP0YBM6","PPG","Buy","0.034049507","146.85","5.00","USD","","","5.00",""
"06/10/2021 19:50:43","JEUVKSBLBN","PFE","Buy","0.238350613","41.96","10.00","USD","","","10.00",""
"06/10/2021 19:50:32","LSLZQ5M8HO","IRM","Buy","0.136224316","44.05","6.00","USD","","","6.00",""
"06/10/2021 19:50:17","D6XFAQLQDN","CL","Buy","0.213035084","75.11","16.00","USD","","","16.00",""
"06/10/2021 19:50:03","BDVEO6JWCN","KMB","Buy","0.127915726","132.90","17.00","USD","","","17.00",""
"06/10/2021 19:49:49","IZCEXXYAQW","COP","Buy","0.093477502","71.68","6.70","USD","","","6.70",""
"06/10/2021 19:49:25","WT11X3O8TP","BMO","Buy","0.176366843","102.06","18.00","USD","","","18.00",""
"06/10/2021 19:48:03","CXXFSPTTHB","TROW","Buy","0.020601035","194.17","4.00","USD","","","4.00",""
"06/10/2021 19:47:40","SQNKXBUOJL","STAG","Buy","0.171170069","40.90","7.00","USD","","","7.00",""
"06/10/2021 19:47:26","5H2PU3IFB7","WBA","Buy","0.320547066","46.80","15.00","USD","","","15.00",""
"06/10/2021 07:08:27","","USD","Balance adjustment","","","0.01","","","","",""
"05/10/2021 17:42:15","AI7FTP3JIX","TSLA","Buy","0.032186216","776.73","25.00","USD","","","25.00",""
"05/10/2021 17:42:02","6KVALVPGYX","ADBE","Buy","0.043941364","568.94","25.00","USD","","","25.00",""
"05/10/2021 17:41:54","OWLQP1Z8H7","USD","Conversion","","","191.54","USD","0.86140","","191.54",""
"05/10/2021 17:41:54","OWLQP1Z8H7","EUR","Conversion","","","-165.00","EUR","1.16090","","-165.00",""
"05/10/2021 17:13:31","MVLDAAGMPK","CMI","Buy","0.005204112","234.43","1.22","USD","","","1.22",""
"05/10/2021 17:13:15","AX3VLNZQKN","CMI","Buy","0.021333333","234.38","5.00","USD","","","5.00",""
"05/10/2021 17:12:54","BV7GSBNJIQ","MS","Buy","0.100887812","99.12","10.00","USD","","","10.00",""
"05/10/2021 17:12:36","SUA70S2MCG","UNP","Buy","0.071044592","211.14","15.00","USD","","","15.00",""
"05/10/2021 17:12:08","QMDIIALENC","IBM","Sell","0.074857812","144.60","10.82","USD","","","10.82",""
"05/10/2021 14:15:18","85DVOHQMJR","FB","Sell","0.061813292","330.09","20.40","USD","","","20.40",""
"05/10/2021 13:43:27","BIF5GKJ8X2","AAPL","Buy","0.082996168","139.65","11.59","USD","","","11.59",""
"05/10/2021 13:43:11","L1QINJVVMS","USD","Conversion","","","11.59","USD","0.86274","","11.59",""
"05/10/2021 13:43:11","L1QINJVVMS","EUR","Conversion","","","-10.00","EUR","1.15910","","-10.00",""
"05/10/2021 13:42:59","WGPMVDXXUI","O","Buy","0.412681598","66.08","27.27","USD","","","27.27",""
"05/10/2021 11:11:35","R0U75NIBGN","KMB","Dividend","","","0.02","USD","","","0.01","0.01"
"05/10/2021 06:22:51","","USD","Balance adjustment","","","-0.01","","","","",""
"04/10/2021 19:31:48","VIIPM0WJ5J","PSX","Buy","0.066124446","75.62","5.00","USD","","","5.00",""
"04/10/2021 19:31:32","GU0DQZYJBC","CCI","Buy","0.028795208","173.64","5.00","USD","","","5.00",""
"04/10/2021 19:31:17","SHHGXN54AO","AVGO","Buy","0.010528643","474.90","5.00","USD","","","5.00",""
"04/10/2021 19:31:08","WNOP57G9QZ","MPW","Buy","0.249563264","20.04","5.00","USD","","","5.00",""
"04/10/2021 19:30:57","XOKBJ4JTRU","BLK","Buy","0.006087761","821.32","5.00","USD","","","5.00",""
"04/10/2021 19:30:50","OYLCMSOA0H","CAT","Buy","0.025840460","193.50","5.00","USD","","","5.00",""
"04/10/2021 19:30:36","EPZKILNMDP","GILD","Buy","0.074189479","67.40","5.00","USD","","","5.00",""
"04/10/2021 19:30:20","2ZOZWM41GH","WMT","Buy","0.036844626","135.71","5.00","USD","","","5.00",""
"04/10/2021 19:30:12","34LXXVTISY","NUE","Buy","0.051821526","96.49","5.00","USD","","","5.00",""
"04/10/2021 19:29:35","DCEGCH8DPT","EMR","Buy","0.064020486","93.72","6.00","USD","","","6.00",""
"04/10/2021 19:29:20","GLZJHTYT88","CB","Buy","0.040294727","173.72","7.00","USD","","","7.00",""
"04/10/2021 19:28:52","52ZXBRUH2C","ECL","Buy","0.032939626","212.51","7.00","USD","","","7.00",""
"04/10/2021 19:28:30","MJOZEB0XHQ","USD","Conversion","","","87.15","USD","0.86059","","87.15",""
"04/10/2021 19:28:30","MJOZEB0XHQ","EUR","Conversion","","","-75.00","EUR","1.16200","","-75.00",""
"04/10/2021 19:28:08","YITLUVN4LK","SHW","Buy","0.024503369","285.68","7.00","USD","","","7.00",""
"04/10/2021 19:27:58","FSW7QA07VO","GWW","Buy","0.017638017","396.87","7.00","USD","","","7.00",""
"04/10/2021 19:27:48","GFMFAUWPAP","TROW","Buy","0.041436821","193.07","8.00","USD","","","8.00",""
"04/10/2021 19:27:28","DBCTJAMEYA","TGT","Buy","0.022147413","225.76","5.00","USD","","","5.00",""
"04/10/2021 19:27:02","HY1Q1PFRO6","USD","Conversion","","","29.05","USD","0.86051","","29.05",""
"04/10/2021 19:27:02","HY1Q1PFRO6","EUR","Conversion","","","-25.00","EUR","1.16210","","-25.00",""
"04/10/2021 19:26:51","ANP8HLGKTU","JNJ","Buy","0.062814070","159.20","10.00","USD","","","10.00",""
"04/10/2021 19:25:39","PRN1DCTRWN","MSFT","Buy","0.035430839","282.24","10.00","USD","","","10.00",""
"04/10/2021 19:25:23","BHPG5APLQS","AAPL","Buy","0.072131857","138.64","10.00","USD","","","10.00",""
"04/10/2021 18:37:44","7TF5ALM4TP","FB","Buy","0.061813292","323.56","20.00","USD","","","20.00",""
"04/10/2021 18:13:24","YXAEKZWWY4","MA","Buy","0.043878252","341.86","15.00","USD","","","15.00",""
"04/10/2021 18:13:15","4EBLK5RAOC","V","Buy","0.067046597","223.73","15.00","USD","","","15.00",""
"04/10/2021 17:24:02","BKBG9E4YI3","ORAN","Sell","0.203613927","10.95","2.23","USD","","","2.23",""
"04/10/2021 17:16:01","FF1DZYFTIE","KEY","Sell","0.503905266","22.39","11.28","USD","","","11.28",""
"04/10/2021 17:15:03","EZAA5JZI0Q","T","Sell","0.366411456","27.21","9.97","USD","","","9.97",""
"04/10/2021 16:45:48","ZUQWA4GXHK","CFG","Sell","0.179964007","48.34","8.70","USD","","","8.70",""
"04/10/2021 16:44:50","VFJCN5F6TH","MAIN","Buy","0.178851963","41.38","7.40","USD","","","7.40",""
"04/10/2021 16:44:27","NGCMXJGW9F","PPL","Sell","0.262008734","28.26","7.40","USD","","","7.40",""
"04/10/2021 16:41:42","TSZEPKJNJ8","BBL","Sell","0.097494394","50.59","4.93","USD","","","4.93",""
"04/10/2021 16:40:27","MQIHEII2DR","KMI","Buy","0.816564596","17.15","14.00","USD","","","14.00",""
"04/10/2021 16:39:26","XL3SG7VEOM","VALE","Sell","1.000000000","14.08","14.08","USD","","","14.08",""
"04/10/2021 16:37:32","ALQTZERFUE","PBA","Buy","0.500000000","32.61","16.30","USD","","","16.30",""
"04/10/2021 16:36:24","TY74VGK07A","PSEC","Sell","2.680450667","7.85","21.04","USD","","","21.04",""
"04/10/2021 16:29:47","QAKDI9A0KM","TXN","Buy","0.078922445","190.06","15.00","USD","","","15.00",""
"04/10/2021 16:28:37","OC7S9QREOF","HON","Buy","0.100000000","213.71","21.37","USD","","","21.37",""
"04/10/2021 16:13:15","O3176SCGIX","GFI","Sell","0.614628150","8.27","5.08","USD","","","5.08",""
"04/10/2021 16:08:13","BJZG3UAQZW","IVZ","Sell","0.212269157","24.33","5.16","USD","","","5.16",""
"04/10/2021 16:07:33","8WMR2ZOTYZ","USB","Sell","0.086452840","60.59","5.24","USD","","","5.24",""
"04/10/2021 16:06:42","ENDE852PQR","DOW","Sell","0.180261379","58.19","10.49","USD","","","10.49",""
"04/10/2021 15:55:12","DK8KITCTNS","IVR","Sell","3.062015503","3.24","9.92","USD","","","9.92",""
"04/10/2021 13:31:30","ZMDNZMDGSJ","MMM","Buy","0.086276314","173.86","15.00","USD","","","15.00",""
"04/10/2021 13:30:02","OUAXRS9Y5D","LMT","Buy","0.057522505","347.69","20.00","USD","","","20.00",""
"04/10/2021 13:30:02","IEOQPFLEYL","VFC","Buy","0.292568753","68.36","20.00","USD","","","20.00",""
"04/10/2021 13:30:01","P6CIXCPVQH","PBA","Buy","0.500000000","32.28","16.14","USD","","","16.14",""
"04/10/2021 13:26:32","V8IYPH1UV9","","Deposit","","","1000.00","EUR","","","1000.00",""
"03/10/2021 17:00:14","TFGYCLUQYR","USD","Conversion","","","87.02","USD","0.86185","","87.02",""
"03/10/2021 17:00:14","TFGYCLUQYR","EUR","Conversion","","","-75.00","EUR","1.16030","","-75.00",""
"01/10/2021 18:07:12","AV48UEMFXL","IVR","Buy","2.062015503","3.23","6.65","USD","","","6.65",""
"01/10/2021 18:05:44","JS4PZTDEVX","T","Buy","0.292665081","27.34","8.00","USD","","","8.00",""
"01/10/2021 18:05:22","KPOAV9YVLA","JPM","Buy","0.053948748","166.83","9.00","USD","","","9.00",""
"01/10/2021 18:05:10","XRQ9BUD3FW","GD","Buy","0.045394935","198.26","9.00","USD","","","9.00",""
"01/10/2021 18:04:55","8NMRX9353B","USD","Conversion","","","58.00","USD","0.86199","","58.00",""
"01/10/2021 18:04:55","8NMRX9353B","EUR","Conversion","","","-50.00","EUR","1.16010","","-50.00",""
"01/10/2021 18:02:55","SIEXFKNECQ","PGR","Buy","0.109884072","91.01","10.00","USD","","","10.00",""
"01/10/2021 18:00:47","DGWTO1VM7C","HAS","Buy","0.168757383","88.89","15.00","USD","","","15.00",""
"01/10/2021 18:00:27","GVKPLD0PIZ","INTC","Buy","0.447218857","53.67","24.00","USD","","","24.00",""
"01/10/2021 17:59:52","ZNDI3M82TG","CSCO","Buy","0.272652912","55.02","15.00","USD","","","15.00",""
"01/10/2021 17:59:35","HLJOIMUL1K","MT","Buy","0.048384368","29.56","1.43","USD","","","1.43",""
"01/10/2021 17:58:19","KQMWSQSX7D","ORCL","Buy","0.111414405","89.76","10.00","USD","","","10.00",""
"01/10/2021 17:57:36","1GLBC52RQB","BNS","Buy","0.241760012","62.05","15.00","USD","","","15.00",""
"01/10/2021 17:55:44","AVTYI8Z3HT","ITW","Buy","0.010000000","207.07","2.07","USD","","","2.07",""
"01/10/2021 17:54:37","FQSOYF1M8I","SBUX","Buy","0.100000000","112.65","11.27","USD","","","11.27",""
"01/10/2021 17:36:41","46SSVWHSIR","USD","Conversion","","","87.00","USD","0.86207","","87.00",""
"01/10/2021 17:36:41","46SSVWHSIR","EUR","Conversion","","","-75.00","EUR","1.16000","","-75.00",""
"01/10/2021 06:42:04","JSFFGSVXNH","LTC","Dividend","","","0.17","USD","","","0.14","0.03"
"01/10/2021 06:42:04","FZXL9TZYGO","PEP","Dividend","","","0.01","USD","","","0.00","0.01"
"30/09/2021 17:50:10","OSY0LMBUQA","TGT","Buy","0.017139866","229.29","3.93","USD","","","3.93",""
"30/09/2021 15:49:32","RRGNV0BYCC","OMC","Buy","0.109920307","72.78","8.00","USD","","","8.00",""
"30/09/2021 15:46:03","HRD1AQFXHR","USD","Conversion","","","28.95","USD","0.86356","","28.95",""
"30/09/2021 15:46:03","HRD1AQFXHR","EUR","Conversion","","","-25.00","EUR","1.15800","","-25.00",""
"29/09/2021 19:09:29","FSHDWPTQCA","NKE","Buy","0.119960467","146.72","17.60","USD","","","17.60",""
"29/09/2021 19:08:59","LG1VI9C70G","VALE","Buy","1.000000000","14.03","14.03","USD","","","14.03",""
"29/09/2021 19:06:48","FCHWUR5HQH","TSM","Buy","0.223194357","112.01","25.00","USD","","","25.00",""
"29/09/2021 19:06:24","SYGJBPDWH7","AAPL","Buy","0.173810268","143.84","25.00","USD","","","25.00",""
"29/09/2021 19:06:08","2QW3VZ69SG","MSFT","Buy","0.087433987","285.93","25.00","USD","","","25.00",""
"29/09/2021 19:06:00","GA8NWIVA6F","USD","Conversion","","","104.41","USD","0.86192","","104.41",""
"29/09/2021 19:06:00","GA8NWIVA6F","EUR","Conversion","","","-90.00","EUR","1.16020","","-90.00",""
"29/09/2021 13:30:06","DIDDGDTUSI","STT","Buy","0.057280329","87.29","5.00","USD","","","5.00",""
"29/09/2021 13:30:06","VHZ57HD6QY","BTI","Buy","0.135795763","36.82","5.00","USD","","","5.00",""
"29/09/2021 13:30:05","HZ97XS9RKF","O","Buy","0.459699662","65.26","30.00","USD","","","30.00",""
"29/09/2021 13:30:05","LMLCFV4MCJ","SYY","Buy","0.099132589","80.70","8.00","USD","","","8.00",""
"29/09/2021 13:30:04","NDW7EMNOYY","VTR","Buy","0.090171325","55.45","5.00","USD","","","5.00",""
"29/09/2021 13:30:04","933GEJ94W4","CAH","Buy","0.194401244","51.44","10.00","USD","","","10.00",""
"29/09/2021 13:30:03","PB25MS7RS8","CUBE","Buy","0.101317122","49.35","5.00","USD","","","5.00",""
"29/09/2021 06:44:03","AYRKSCFT5Q","ORC","Dividend","","","0.13","USD","","","0.11","0.02"
"29/09/2021 04:38:17","6KATZQTAZO","USD","Conversion","","","70.11","USD","0.85572","","70.11",""
"29/09/2021 04:38:17","6KATZQTAZO","EUR","Conversion","","","-60.00","EUR","1.16860","","-60.00",""
"28/09/2021 19:18:21","N8ZIKVKXMC","SRE","Buy","0.020045704","124.72","2.50","USD","","","2.50",""
"28/09/2021 19:18:10","OM9F5XRKSQ","TGT","Buy","0.031988398","234.46","7.50","USD","","","7.50",""
"28/09/2021 19:17:56","FN086BAG3M","STAG","Buy","0.085298544","39.86","3.40","USD","","","3.40",""
"28/09/2021 19:17:40","FAAQ5HDAFX","HSY","Buy","0.029533372","169.30","5.00","USD","","","5.00",""
"28/09/2021 19:17:29","LBQ3HCQUDM","SBUX","Buy","0.044553352","112.23","5.00","USD","","","5.00",""
"28/09/2021 19:17:15","JNVYYV18FL","PM","Buy","0.050609848","98.80","5.00","USD","","","5.00",""
"28/09/2021 19:16:46","C18MK5GENT","VICI","Buy","0.173641257","28.80","5.00","USD","","","5.00",""
"28/09/2021 19:16:39","FXJM58Y3DY","CMI","Buy","0.021725905","230.14","5.00","USD","","","5.00",""
"28/09/2021 19:16:30","KZG6PSGOGA","WBA","Buy","0.103508953","48.31","5.00","USD","","","5.00",""
"28/09/2021 19:16:21","QWKHMLKF8D","MDT","Buy","0.039418187","126.85","5.00","USD","","","5.00",""
"28/09/2021 19:16:06","F8SLSOBOOR","KO","Buy","0.142032004","52.81","7.50","USD","","","7.50",""
"28/09/2021 19:15:53","4DMLQHOBQ8","PG","Buy","0.035468539","140.97","5.00","USD","","","5.00",""
"28/09/2021 19:15:40","QQRKQ13KZG","PEP","Buy","0.033006568","151.49","5.00","USD","","","5.00",""
"28/09/2021 19:15:05","KEHLJIKPNF","JNJ","Buy","0.061091086","163.69","10.00","USD","","","10.00",""
"28/09/2021 19:14:24","H0JVMBEJQU","USD","Conversion","","","75.90","USD","0.85631","","75.90",""
"28/09/2021 19:14:24","H0JVMBEJQU","EUR","Conversion","","","-65.00","EUR","1.16780","","-65.00",""
"27/09/2021 19:54:09","YUXX50OQ9F","BLK","Buy","0.005889483","874.44","5.15","USD","","","5.15",""
"27/09/2021 19:53:29","73RYVP48T6","MDLZ","Buy","0.294439303","59.44","17.50","USD","","","17.50",""
"27/09/2021 19:53:19","1YLOHRCMLA","SJM","Buy","0.104205743","119.96","12.50","USD","","","12.50",""
"27/09/2021 19:53:08","K1TOJOKZJB","HRL","Buy","0.428134556","40.88","17.50","USD","","","17.50",""
"27/09/2021 19:52:52","F9LWMBRRZS","USD","Conversion","","","52.65","USD","0.85470","","52.65",""
"27/09/2021 19:52:52","F9LWMBRRZS","EUR","Conversion","","","-45.00","EUR","1.17000","","-45.00",""
"27/09/2021 17:02:38","K0NA94TPVH","CCI","Buy","0.008008288","178.57","1.43","USD","","","1.43",""
"27/09/2021 17:02:24","SHHT6KFSMN","KMB","Buy","0.010756327","132.95","1.43","USD","","","1.43",""
"27/09/2021 17:02:11","BXFLKBC86D","CAT","Buy","0.014896099","201.40","3.00","USD","","","3.00",""
"27/09/2021 17:01:44","RQQWIELD0W","USD","Conversion","","","5.85","USD","0.85448","","5.85",""
"27/09/2021 17:01:44","RQQWIELD0W","EUR","Conversion","","","-5.00","EUR","1.17030","","-5.00",""
"27/09/2021 17:01:29","WQ927JBVIU","TROW","Buy","0.006287375","211.54","1.33","USD","","","1.33",""
"27/09/2021 17:01:16","DKY4QV1T3H","GWW","Buy","0.003254061","408.72","1.33","USD","","","1.33",""
"27/09/2021 17:01:02","9PI9TKVRCX","SHW","Buy","0.004619338","287.92","1.33","USD","","","1.33",""
"27/09/2021 17:00:08","PMBCFDVYU8","PPG","Buy","0.016180684","148.33","2.40","USD","","","2.40",""
"27/09/2021 16:59:57","CCQJN5JQXP","ECL","Buy","0.006856515","218.77","1.50","USD","","","1.50",""
"27/09/2021 16:59:47","MFAHKMQTEN","CB","Buy","0.008388792","178.81","1.50","USD","","","1.50",""
"27/09/2021 16:59:36","R1NAUAYO6C","EMR","Buy","0.030888030","97.13","3.00","USD","","","3.00",""
"27/09/2021 16:59:24","BH9G94MMUV","USD","Conversion","","","11.70","USD","0.85441","","11.70",""
"27/09/2021 16:59:24","BH9G94MMUV","EUR","Conversion","","","-10.00","EUR","1.17040","","-10.00",""
"27/09/2021 16:59:13","FPEMHT0GUG","ITW","Buy","0.025292589","217.46","5.50","USD","","","5.50",""
"27/09/2021 16:58:58","JDIHXG905C","JNJ","Buy","0.033745436","162.99","5.50","USD","","","5.50",""
"27/09/2021 16:57:34","HZF1FCZANP","USD","Conversion","","","11.70","USD","0.85441","","11.70",""
"27/09/2021 16:57:34","HZF1FCZANP","EUR","Conversion","","","-10.00","EUR","1.17040","","-10.00",""
"27/09/2021 13:46:52","1AVLXUBB5P","PSEC","Buy","1.274794693","7.92","10.09","USD","","","10.09",""
"27/09/2021 13:45:50","VLQDCYHK3U","HPQ","Buy","0.534473543","28.07","15.00","USD","","","15.00",""
"27/09/2021 13:45:37","JF9Y6VTYKL","ABBV","Buy","0.092876381","107.67","10.00","USD","","","10.00",""
"27/09/2021 13:45:21","2RXVYYRPTC","USD","Conversion","","","35.09","USD","0.85485","","35.09",""
"27/09/2021 13:45:21","2RXVYYRPTC","EUR","Conversion","","","-30.00","EUR","1.16980","","-30.00",""
"24/09/2021 18:14:51","SB6J19VKQR","O","Buy","0.264907651","66.33","17.57","USD","","","17.57",""
"24/09/2021 18:14:39","C6YWICNKBS","USD","Conversion","","","17.57","USD","0.85332","","17.57",""
"24/09/2021 18:14:39","C6YWICNKBS","EUR","Conversion","","","-15.00","EUR","1.17190","","-15.00",""
"24/09/2021 15:13:23","STTBIT999K","PSX","Buy","0.073421439","68.10","5.00","USD","","","5.00",""
"24/09/2021 15:12:51","UGDKOC9SIW","PFE","Buy","0.099285957","44.12","4.38","USD","","","4.38",""
"24/09/2021 15:12:22","NXNUQMX0RB","MPW","Buy","0.240558094","20.79","5.00","USD","","","5.00",""
